,name,Ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B
0,Avenue Supermarts Ltd.,DMART,Retail,17359.75,31-03-2023,2204778.2,37.32,91.13,13.36
1,Canara Bank,CANBK,Banks,17359.75,31-03-2023,516029.35,56.59,5.03,0.78
2,Cummins India Ltd.,CUMMINSIND,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,451725.12,40.66,40.08,8.42
3,Cupid Ltd.,CUPID,Miscellaneous,17359.75,31-03-2023,3375.18,23.38,10.82,2.02
5,Cybertech Systems & Software Ltd.,CYBERTECH,IT - Software,17359.75,31-03-2023,3375.18,23.38,10.82,2.02
6,Cyient Ltd.,CYIENT,IT - Software,17359.75,31-03-2023,3375.18,23.38,10.82,2.02
7,D B Realty Ltd.,DBREALTY,Realty,17359.75,31-03-2023,2835.92,5.58,17.84,2.18
8,D-Link (India) Ltd.,DLINKINDIA,IT - Hardware,17359.75,31-03-2023,110049.77,30.89,32.22,4.07
9,Dabur India Ltd.,DABUR,FMCG,17359.75,31-03-2023,22713.98,1.0,64.4,0.78
12,Datamatics Global Services Ltd.,DATAMATICS,IT - Software,17359.75,31-03-2023,8281.51,23.8,9.8,2.3
13,De Nora India Ltd.,DENORA,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,8281.51,23.8,9.8,2.3
14,Deccan Cements Ltd.,DECCANCE,Cement,17359.75,31-03-2023,8281.51,23.8,9.8,2.3
15,Deepak Nitrite Ltd.,DEEPAKNTR,Chemicals,17359.75,31-03-2023,8281.51,23.8,9.8,2.3
16,Delta Corp Ltd.,DELTACORP,Entertainment,17359.75,31-03-2023,8281.51,23.8,9.8,2.3
18,Den Networks Ltd.,DEN,Entertainment,17359.75,31-03-2023,8281.51,23.8,9.8,2.3
19,Dev Information Technology Ltd.,DEVIT,IT - Software,17359.75,31-03-2023,965433.91,7.72,70.6,15.36
20,Dhampur Sugar Mills Ltd.,DHAMPURSUG,Sugar,17359.75,31-03-2023,965433.91,7.72,70.6,15.36
21,Dhanlaxmi Bank Ltd.,DHANBANK,Banks,17359.75,31-03-2023,965433.91,7.72,70.6,15.36
22,Dhanuka Agritech Ltd.,DHANUKA,Agro Chemicals,17359.75,31-03-2023,965433.91,7.72,70.6,15.36
26,Dhunseri Investments Ltd.,DHUNINV,Finance,17359.75,31-03-2023,965433.91,7.72,70.6,15.36
27,Dhunseri Ventures Ltd.,DVL,Petrochemicals,17359.75,31-03-2023,965433.91,7.72,70.6,15.36
31,Dixon Technologies (India) Ltd.,DIXON,Consumer Durables,17359.75,31-03-2023,965433.91,7.72,70.6,15.36
32,Dollar Industries Ltd.,DOLLAR,Textiles,17359.75,31-03-2023,965433.91,7.72,70.6,15.36
33,Donear Industries Ltd.,DONEAR,Textiles,17359.75,31-03-2023,965433.91,7.72,70.6,15.36
34,Ducon Infratechnologies Ltd.,DUCON,IT - Software,17359.75,31-03-2023,965433.91,7.72,70.6,15.36
35,Dynacons Systems & Solutions Ltd.,DSSL,IT - Software,17359.75,31-03-2023,16753.4,17.49,16.24,2.18
36,Dynamatic Technologies Ltd.,DYNAMATECH,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,4521.1,36.26,23.49,4.45
39,Edelweiss Financial Services Ltd.,EDELWEISS,Finance,17359.75,31-03-2023,48354.52,8.28,21.83,2.23
41,Eicher Motors Ltd.,EICHERMOT,Automobile,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
42,Eimco Elecon (India) Ltd.,EIMCOELECO,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
43,Electrosteel Castings Ltd.,ELECTCAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,12789.6,2.76,9.73,0.37
45,Elgi Equipments Ltd.,ELGIEQUIP,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
46,Emami Ltd.,EMAMILTD,FMCG,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
47,Emami Paper Mills Ltd.,EMAMIPAP,Paper,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
50,Emkay Global Financial Services Ltd.,EMKAY,Stock/ Commodity Brokers,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
51,Emkay Taps & Cutting Tools Ltd.,EMKAYTOOLS,Engineering,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
52,Emmbi Industries Ltd.,EMMBI,Packaging,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
53,Endurance Technologies Ltd.,ENDURANCE,Auto Ancillaries,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
54,Engineers India Ltd.,ENGINERSIN,Infrastructure Developers & Operators,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
56,Equitas Small Finance Bank Ltd.,EQUITAS,Finance,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
57,Eris Lifesciences Ltd.,ERIS,Pharmaceuticals,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
59,Esab India Ltd.,ESABINDIA,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
61,Ester Industries Ltd.,ESTER,Packaging,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
63,Excel Industries Ltd.,EXCEL,IT - Software,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
64,Excel Industries Ltd.,EXCELINDUS,Chemicals,17359.75,31-03-2023,12789.6,2.76,9.73,0.37
65,Exide Industries Ltd.,EXIDEIND,Auto Ancillaries,17359.75,31-03-2023,2072.5,3.9,24.04,4.92
66,Expleo Solutions Ltd.,EXPLEOSOL,IT - Software,17359.75,31-03-2023,2072.5,3.9,24.04,4.92
67,Federal Bank Ltd.,FEDERALBNK,Banks,17359.75,31-03-2023,2072.5,3.9,24.04,4.92
68,Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Auto Ancillaries,17359.75,31-03-2023,2072.5,3.9,24.04,4.92
69,Fiem Industries Ltd.,FIEMIND,Auto Ancillaries,17359.75,31-03-2023,14840.95,21.69,10.31,1.43
70,Filatex India Ltd.,FILATEX,Textiles,17359.75,31-03-2023,14840.95,21.69,10.31,1.43
71,Fineotex Chemical Ltd.,FCL,Chemicals,17359.75,31-03-2023,14840.95,21.69,10.31,1.43
72,Finolex Cables Ltd.,FINCABLES,Cables,17359.75,31-03-2023,14840.95,21.69,10.31,1.43
73,Finolex Industries Ltd.,FINPIPE,Plastic products,17359.75,31-03-2023,3656.02,1.25,11.57,0.45
74,Firstsource Solutions Ltd.,FSL,IT - Software,17359.75,31-03-2023,27866.59,45.5,13.44,2.63
75,Fortis Healthcare Ltd.,FORTIS,Healthcare,17359.75,31-03-2023,3654.65,11.79,50.83,1.04
76,Foseco India Ltd.,FOSECOIND,Chemicals,17359.75,31-03-2023,7637.15,34.45,6.33,0.53
81,Gabriel India Ltd.,GABRIEL,Auto Ancillaries,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
82,Gallantt Ispat Ltd.,GALLISPAT,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
83,Gandhi Special Tubes Ltd.,GANDHITUBE,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
84,Ganesha Ecosphere Ltd.,GANECOS,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
85,Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Ship Building,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
86,Gateway Distriparks Ltd.,GDL,Logistics,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
87,Gati Ltd.,GATI,Logistics,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
88,Geekay Wires Ltd.,GEEKAYWIRE,Cables,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
90,Genus Power Infrastructures Ltd.,GENUSPOWER,Consumer Durables,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
91,Gillette India Ltd.,GILLETTE,FMCG,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
93,Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
96,Globe International Carriers Ltd.,GLOBE,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
97,Globus Spirits Ltd.,GLOBUSSPR,Alcoholic Beverages,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
98,Godfrey Phillips India Ltd.,GFLLIMITED,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
99,Godfrey Phillips India Ltd.,GODFRYPHLP,Tobacco Products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
100,Godrej Agrovet Ltd.,GODREJAGRO,Miscellaneous,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
101,Godrej Consumer Products Ltd.,GODREJCP,FMCG,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
102,Godrej Industries Ltd.,GODREJIND,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
103,Godrej Properties Ltd.,GODREJPROP,Realty,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
105,Gokaldas Exports Ltd.,GOKEX,Readymade Garments/ Apparells,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
107,Goldiam International Ltd.,GOLDIAM,"Diamond, Gems and Jewellery",17359.75,31-03-2023,19725.87,9.05,38.45,2.75
108,Granules India Ltd.,GRANULES,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
109,Gravita India Ltd.,GRAVITA,Non Ferrous Metals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
110,Greaves Cotton Ltd.,GREAVESCOT,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
111,Greenpanel Industries Ltd.,GREENPANEL,Miscellaneous,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
112,Greenply Industries Ltd.,GREENPLY,Miscellaneous,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
113,Grindwell Norton Ltd.,GRINDWELL,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
114,Gufic Biosciences Ltd.,GUFICBIO,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
115,Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
116,Gujarat Ambuja Exports Ltd.,GAEL,Edible Oil,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
117,Gujarat Gas Ltd.,GUJGASLTD,Miscellaneous,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
119,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Fertilizers,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
120,Gujarat Pipavav Port Ltd.,GPPL,Marine Port & Services,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
121,Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
122,Gujarat State Petronet Ltd.,GSPL,Gas Distribution,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
123,Gulf Oil Lubricants India Ltd.,GULFOILLUB,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
124,Gulshan Polyols Ltd.,GULPOLY,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
125,Harrisons Malayalam Ltd.,HARRMALAYA,Plantation & Plantation Products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
126,Hathway Cable & Datacom Ltd.,HATHWAY,Entertainment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
127,Havells India Ltd.,HAVELLS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
128,Heidelberg Cement India Ltd.,HEIDELBERG,Cement,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
129,Hercules Hoists Ltd.,HERCULES,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
130,Hester Biosciences Ltd.,HESTERBIO,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
132,Hi-Tech Pipes Ltd.,HITECH,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
133,Hi-Tech Pipes Ltd.,HITECHCORP,Packaging,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
135,Hindalco Industries Ltd.,HINDALCO,Non Ferrous Metals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
136,Hindustan Aeronautics Ltd.,HAL,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
137,Hindustan Copper Ltd.,HINDCOPPER,Non Ferrous Metals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
140,Hindustan Unilever Ltd.,HINDUNILVR,FMCG,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
141,Hindustan Zinc Ltd.,HINDZINC,Non Ferrous Metals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
142,Honeywell Automation India Ltd.,HONAUT,Consumer Durables,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
144,Ice Make Refrigeration Ltd.,ICEMAKE,Engineering,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
145,Ind-Swift Laboratories Ltd.,INDSWFTLAB,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
147,Indbank Merchant Banking Services Ltd.,INDBANK,Stock/ Commodity Brokers,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
148,India Glycols Ltd.,INDIAGLYCO,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
149,India Nippon Electricals Ltd.,INDNIPPON,Auto Ancillaries,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
151,Indian Bank,INDIANB,Banks,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
152,Indian Energy Exchange Ltd.,IEX,Miscellaneous,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
153,Indian Metals & Ferro Alloys Ltd.,IMFA,Mining & Mineral products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
154,Indian Overseas Bank,IOB,Banks,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
155,Indian Terrain Fashions Ltd.,INDTERRAIN,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
157,Indo Tech Transformers Ltd.,INDOTECH,Capital Goods - Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
159,Indoco Remedies Ltd.,INDOCO,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
162,Indraprastha Gas Ltd.,IGL,Gas Distribution,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
163,Industrial Investment Trust Ltd.,IITL,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
164,Infibeam Avenues Ltd.,INFIBEAM,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
165,Info Edge (India) Ltd.,NAUKRI,E-Commerce/App based Aggregator,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
166,Infosys Ltd.,INFY,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
167,Innovana Thinklabs Ltd.,INNOVANA,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
169,Insecticides (India) Ltd.,INSECTICID,Agro Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
170,Inspirisys Solutions Ltd.,INSPIRISYS,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
171,Intellect Design Arena Ltd.,INTELLECT,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
172,Intellect Design Arena Ltd.,INTENTECH,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
173,Intrasoft Technologies Ltd.,ISFT,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
174,Inventure Growth & Securities Ltd.,INVENTURE,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
175,Jagran Prakashan Ltd.,JAGRAN,Media - Print/Television/Radio,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
176,Jagsonpal Pharmaceuticals Ltd.,JAGSNPHARM,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
177,Jai Corp Ltd.,JAICORPLTD,Plastic products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
178,Jain Irrigation Systems Ltd.,JISLJALEQS,Plastic products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
181,Jaiprakash Power Ventures Ltd.,JPPOWER,Power Generation & Distribution,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
183,Jammu & Kashmir Bank Ltd.,J&KBANK,Banks,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
184,Jash Engineering Ltd.,JASH,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
185,Jay Bharat Maruti Ltd.,JAYBARMARU,Auto Ancillaries,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
186,Jayant Agro-Organics Ltd.,JAYAGROGN,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
189,Jet Freight Logistics Ltd.,JETFREIGHT,Air Transport Service,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
190,Jet Knitwears Ltd.,JETKNIT,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
191,Jindal Photo Ltd.,JINDALPHOT,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
192,Jindal Poly Films Ltd.,JINDALPOLY,Packaging,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
193,Jindal Stainless Ltd.,JSL,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
194,Jindal Steel & Power Ltd.,JINDALSTEL,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
195,Jindal Worldwide Ltd.,JINDWORLD,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
197,Jubilant Foodworks Ltd.,JUBLFOOD,Quick Service Restaurant,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
198,Jubilant Industries Ltd.,JUBLINDS,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
199,Jullundur Motor Agency (Delhi) Ltd.,JMA,Auto Ancillaries,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
200,Just Dial Ltd.,JUSTDIAL,E-Commerce/App based Aggregator,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
201,Jyothy Labs Ltd.,JYOTHYLAB,FMCG,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
203,Kabra Extrusion Technik Ltd.,KABRAEXTRU,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
204,Kajaria Ceramics Ltd.,KAJARIACER,Ceramic Products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
205,Kalyani Forge Ltd.,KALYANIFRG,"Castings, Forgings & Fastners",17359.75,31-03-2023,19725.87,9.05,38.45,2.75
206,Kalyani Steels Ltd.,KSL,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
207,Kamat Hotels (India) Ltd.,KAMATHOTEL,Hotels & Restaurants,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
208,Kamdhenu Ltd.,KAMDHENU,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
209,Kanani Industries Ltd.,KANANIIND,"Diamond, Gems and Jewellery",17359.75,31-03-2023,19725.87,9.05,38.45,2.75
210,Kansai Nerolac Paints Ltd.,KANSAINER,Paints/Varnish,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
211,Karma Energy Ltd.,KARMAENG,Power Generation & Distribution,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
212,Karur Vysya Bank Ltd.,KARURVYSYA,Banks,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
215,Kellton Tech Solutions Ltd.,KELLTONTEC,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
216,Kennametal India Ltd.,KENNAMET,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
218,Kesoram Industries Ltd.,KESORAMIND,Cement,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
219,Kewal Kiran Clothing Ltd.,KKCL,Readymade Garments/ Apparells,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
220,Keynote Financial Services Ltd.,KEYFINSERV,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
221,Khadim India Ltd.,KHADIM,Leather,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
222,Khaitan (India) Ltd.,KHAITANLTD,Trading,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
223,Khandwala Securities Ltd.,KHANDSE,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
224,Kilitch Drugs (India) Ltd.,KILITCH,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
225,Kingfa Science & Technology (India) Ltd.,KINGFA,Plastic products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
227,Kirloskar Brothers Ltd.,KIRLOSBROS,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
228,Kirloskar Industries Ltd.,KIRLOSIND,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
229,Kirloskar Oil Engines Ltd.,KIRLOSENG,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
230,Kitex Garments Ltd.,KITEX,Readymade Garments/ Apparells,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
231,Kokuyo Camlin Ltd.,KOKUYOCMLN,Printing & Stationery,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
232,Kopran Ltd.,KOPRAN,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
233,Kotak Mahindra Bank Ltd.,KOTAKBANK,Banks,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
234,Kothari Petrochemicals Ltd.,KOTHARIPET,Petrochemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
235,Kothari Products Ltd.,KOTHARIPRO,Trading,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
237,Kshitij Polyline Ltd.,KSHITIJPOL,Plastic products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
238,Kuantum Papers Ltd.,KUANTUM,Paper,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
239,Lagnam Spintex Ltd.,LAGNAM,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
240,Lakshmi Machine Works Ltd.,LAXMIMACH,Engineering,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
242,Lambodhara Textiles Ltd.,LAMBODHARA,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
243,Larsen & Toubro Ltd.,LT,Infrastructure Developers & Operators,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
245,Laurus Labs Ltd.,LAURUSLABS,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
247,Lemon Tree Hotels Ltd.,LEMONTREE,Hotels & Restaurants,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
249,Liberty Shoes Ltd.,LIBERTSHOE,Leather,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
250,Lincoln Pharmaceuticals Ltd.,LINCOLN,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
251,Linde India Ltd.,LINDEINDIA,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
252,Lokesh Machines Ltd.,LOKESHMACH,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
254,Lumax Auto Technologies Ltd.,LUMAXTECH,Auto Ancillaries,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
255,Lumax Industries Ltd.,LUMAXIND,Auto Ancillaries,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
256,Lupin Ltd.,LUPIN,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
257,Lux Industries Ltd.,LUXIND,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
259,Lypsa Gems & Jewellery Ltd.,LYPSAGEMS,"Diamond, Gems and Jewellery",17359.75,31-03-2023,19725.87,9.05,38.45,2.75
260,Maan Aluminium Ltd.,MAANALU,Non Ferrous Metals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
262,Madhucon Projects Ltd.,MADHUCON,Construction,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
264,Magadh Sugar & Energy Ltd.,MAGADSUGAR,Sugar,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
265,Magnum Ventures Ltd.,MAGNUM,Paper,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
266,Mahanagar Gas Ltd.,MGL,Gas Distribution,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
268,Maharashtra Scooters Ltd.,MAHSCOOTER,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
269,Maharashtra Seamless Ltd.,MAHSEAMLES,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
270,Maheshwari Logistics Ltd.,MAHESHWARI,Logistics,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
271,Mahindra & Mahindra Financial Services Ltd.,M&MFIN,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
272,Mahindra & Mahindra Ltd.,M&M,Automobile,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
275,Mahindra Lifespace Developers Ltd.,MAHICKRA,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
276,Mahindra Logistics Ltd.,MAHLOG,Logistics,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
277,Maithan Alloys Ltd.,MAITHANALL,Mining & Mineral products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
279,Man Industries (India) Ltd.,MANINDS,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
280,Man Infraconstruction Ltd.,MANINFRA,Construction,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
281,Manaksia Ltd.,MANAKSIA,Non Ferrous Metals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
282,Manaksia Steels Ltd.,MANAKSTEEL,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
