,name,Ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B
283,Manali Petrochemicals Ltd.,MANALIPETC,Petrochemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
284,Manappuram Finance Ltd.,MANAPPURAM,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
285,Mangalam Cement Ltd.,MANGALAM,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
286,Mangalam Global Enterprise Ltd.,MGEL,Edible Oil,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
289,Marathon Nextgen Realty Ltd.,MARATHON,Realty,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
290,Marico Ltd.,MARICO,FMCG,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
291,Marine Electricals (India) Ltd.,MARINE,Capital Goods - Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
292,Marksans Pharma Ltd.,MARKSANS,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
294,Maruti Suzuki India Ltd.,MARUTI,Automobile,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
295,Mask Investments Ltd.,MASKINVEST,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
296,Mastek Ltd.,MASTEK,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
297,Mawana Sugars Ltd.,MAWANASUG,Sugar,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
298,Max Financial Services Ltd.,MFSL,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
299,Mayur Uniquoters Ltd.,MAYURUNIQ,Plastic products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
300,Mazda Ltd.,MAZDA,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
301,Megasoft Ltd.,MEGASOFT,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
303,Menon Bearings Ltd.,MENONBE,Auto Ancillaries,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
306,Metropolis Healthcare Ltd.,METROPOLIS,Healthcare,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
307,Minda Corporation Ltd.,MINDACORP,Auto Ancillaries,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
308,Mindteck (India) Ltd.,MINDTECK,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
309,Mirza International Ltd.,MIRZAINT,Leather,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
310,Mishra Dhatu Nigam Ltd.,MIDHANI,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
311,Mittal Life Style Ltd.,MITTAL,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
312,Modi Rubber Ltd.,MODIRUBBER,Tyres,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
315,Moksh Ornaments Ltd.,MOKSH,"Diamond, Gems and Jewellery",17359.75,31-03-2023,19725.87,9.05,38.45,2.75
316,Mold-Tek Packaging Ltd.,MOLDTKPAC,Plastic products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
317,Mold-Tek Technologies Ltd.,MOLDTECH,Engineering,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
318,Monte Carlo Fashions Ltd.,MONTECARLO,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
320,Morepen Laboratories Ltd.,MOREPENLAB,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
321,Motilal Oswal Financial Services Ltd.,MOTILALOFS,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
323,Mukta Arts Ltd.,MUKTAARTS,Entertainment,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
324,Munjal Showa Ltd.,MUNJALSHOW,Auto Ancillaries,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
325,Murudeshwar Ceramics Ltd.,MURUDCERA,Ceramic Products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
326,Muthoot Capital Services Ltd.,MUTHOOTCAP,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
327,Muthoot Finance Ltd.,MUTHOOTFIN,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
330,Nahar Industrial Enterprises Ltd.,NAHARINDUS,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
331,Nahar Poly Films Ltd.,NAHARPOLY,Packaging,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
332,Nahar Spinning Mills Ltd.,NAHARSPING,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
334,Narayana Hrudayalaya Ltd.,NH,Healthcare,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
335,Natco Pharma Ltd.,NATCOPHARM,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
336,Nath Bio-Genes (India) Ltd.,NATHBIOGEN,Miscellaneous,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
337,National Fertilizers Ltd.,NFL,Fertilizers,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
338,Navkar Corporation Ltd.,NAVKARCORP,Miscellaneous,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
339,Navneet Education Ltd.,NAVNETEDUL,Media - Print/Television/Radio,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
341,Nelcast Ltd.,NELCAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,19725.87,9.05,38.45,2.75
342,Neogen Chemicals Ltd.,NEOGEN,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
343,Nesco Ltd.,NESCO,Miscellaneous,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
344,Nestle India Ltd.,NESTLEIND,FMCG,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
345,Neuland Laboratories Ltd.,NEULANDLAB,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
346,New Delhi Television Ltd.,NDTV,Media - Print/Television/Radio,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
347,Newgen Software Technologies Ltd.,NEWGEN,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
349,Nila Infrastructures Ltd.,NILAINFRA,Construction,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
351,Nilkamal Ltd.,NILKAMAL,Plastic products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
353,Nitin Spinners Ltd.,NITINSPIN,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
354,Norben Tea & Exports Ltd.,NORBTEAEXP,Plantation & Plantation Products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
355,Nucleus Software Exports Ltd.,NUCLEUS,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
356,Oberoi Realty Ltd.,OBEROIRLTY,Realty,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
358,Oil India Ltd.,OIL,Crude Oil & Natural Gas,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
359,Olectra Greentech Ltd.,OLECTRA,Telecomm Equipment & Infra Services,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
363,Onelife Capital Advisors Ltd.,ONELIFECAP,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
364,Onward Technologies Ltd.,ONWARDTEC,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
365,Optiemus Infracom Ltd.,OPTIEMUS,Trading,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
367,Oracle Financial Services Software Ltd.,OFSS,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
368,Orbit Exports Ltd.,ORBTEXP,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
369,Orient Bell Ltd.,ORIENTBELL,Ceramic Products,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
370,Orient Cement Ltd.,ORIENTCEM,Cement,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
371,Orient Electric Ltd.,ORIENTELEC,Consumer Durables,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
373,Oriental Aromatics Ltd.,OAL,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
374,Oriental Carbon & Chemicals Ltd.,OCCL,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
375,Oriental Hotels Ltd.,ORIENTHOT,Hotels & Restaurants,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
378,Oswal Agro Mills Ltd.,OSWALAGRO,Realty,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
379,Page Industries Ltd.,PAGEIND,Readymade Garments/ Apparells,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
380,Paisalo Digital Ltd.,PAISALO,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
381,Palash Securities Ltd.,PALASHSECU,Finance,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
382,Palred Technologies Ltd.,PALREDTEC,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
384,Panache Digilife Ltd.,PANACHE,IT - Hardware,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
385,Panama Petrochem Ltd.,PANAMAPET,Petrochemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
386,Parag Milk Foods Ltd.,PARAGMILK,FMCG,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
387,Paramount Communications Ltd.,PARACABLES,Cables,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
389,Patel Engineering Ltd.,PATELENG,Construction,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
390,Patel Integrated Logistics Ltd.,PATINTLOG,Logistics,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
392,Pennar Industries Ltd.,PENIND,Steel,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
393,Pennar Industries Ltd.,PENINLAND,Realty,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
394,Persistent Systems Ltd.,PERSISTENT,IT - Software,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
395,Pfizer Ltd.,PFIZER,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
396,Pidilite Industries Ltd.,PIDILITIND,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
398,Piramal Enterprises Ltd.,PEL,Pharmaceuticals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
399,Plastiblends India Ltd.,PLASTIBLEN,Chemicals,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
400,Poly Medicure Ltd.,POLYMED,Healthcare,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
401,Polyplex Corporation Ltd.,POLYPLEX,Packaging,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
402,Ponni Sugars (Erode) Ltd.,PONNIERODE,Sugar,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
403,Power Mech Projects Ltd.,POWERMECH,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
405,Prakash Industries Ltd.,PRAKASH,Steel,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
407,Precision Camshafts Ltd.,PRECAM,Auto Ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
408,Precision Wires India Ltd.,PRECWIRE,Non Ferrous Metals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
409,Premier Explosives Ltd.,PREMEXPLN,Chemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
411,Prestige Estates Projects Ltd.,PRESTIGE,Realty,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
412,Pricol Ltd.,PRICOLLTD,Auto Ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
414,Prime Securities Ltd.,PRIMESECU,Finance,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
415,Procter & Gamble Health Ltd.,PGEL,Consumer Durables,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
416,Pudumjee Paper Products Ltd.,PDMJEPAPER,Paper,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
418,Punjab & Sind Bank,PSB,Banks,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
419,Punjab Chemicals & Crop Protection Ltd.,PUNJABCHEM,Chemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
420,Punjab National Bank,PNB,Banks,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
421,Puravankara Ltd.,PURVA,Realty,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
422,Quess Corp Ltd.,QUESS,Diversified,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
423,Quick Heal Technologies Ltd.,QUICKHEAL,IT - Software,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
425,R Systems International Ltd.,RSYSTEMS,IT - Software,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
427,Radico Khaitan Ltd.,RADICO,Alcoholic Beverages,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
428,Rail Vikas Nigam Ltd.,RVNL,Construction,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
429,Rain Industries Ltd.,RAIN,Trading,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
430,Raj Television Network Ltd.,RAJTV,Entertainment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
431,Rajesh Exports Ltd.,RAJESHEXPO,"Diamond, Gems and Jewellery",17359.75,31-03-2023,4191.2,6.97,11.57,2.45
433,Rallis India Ltd.,RALLIS,Agro Chemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
434,Rama Steel Tubes Ltd.,RAMASTEEL,Steel,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
436,Ramkrishna Forgings Ltd.,RKFORGE,"Castings, Forgings & Fastners",17359.75,31-03-2023,4191.2,6.97,11.57,2.45
437,Ramky Infrastructure Ltd.,RAMKY,Construction,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
438,Rane Brake Lining Ltd.,RBL,Auto Ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
440,Rane Holdings Ltd.,RANEHOLDIN,Finance,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
441,Ratnamani Metals & Tubes Ltd.,RATNAMANI,Steel,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
442,Raymond Ltd.,RAYMOND,Textiles,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
443,Refex Industries Ltd.,REFEX,Chemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
445,Reliance Industrial Infrastructure Ltd.,RIIL,Infrastructure Developers & Operators,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
446,Reliance Industries Ltd.,RELIANCE,Refineries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
449,Remsons Industries Ltd.,REMSONSIND,Auto Ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
450,Repro India Ltd.,REPRO,Media - Print/Television/Radio,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
451,Responsive Industries Ltd.,RESPONIND,Plastic products,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
452,Revathi Equipment Ltd.,REVATHI,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
453,Rossell India Ltd.,ROSSELLIND,Plantation & Plantation Products,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
454,Royal Orchid Hotels Ltd.,ROHLTD,Hotels & Restaurants,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
455,Ruchi Infrastructure Ltd.,RUCHINFRA,Miscellaneous,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
456,Ruchira Papers Ltd.,RUCHIRA,Paper,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
457,Rushil Decor Ltd.,RUSHIL,Miscellaneous,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
460,Sagar Cements Ltd.,SAGCEM,Cement,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
461,Sagardeep Alloys Ltd.,SAGARDEEP,Non Ferrous Metals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
462,Sakar Healthcare Ltd.,SAKAR,Pharmaceuticals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
463,Saksoft Ltd.,SAKSOFT,IT - Software,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
465,Sakuma Exports Ltd.,SAKUMA,Trading,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
466,Salona Cotspin Ltd.,SALONA,Textiles,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
468,Sandhar Technologies Ltd.,SANDHAR,Auto Ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
469,Sangam (India) Ltd.,SANGAMIND,Textiles,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
471,Sanghvi Movers Ltd.,SANGHVIMOV,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
472,Sanginita Chemicals Ltd.,SANGINITA,Chemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
473,Sanofi India Ltd.,SANOFI,Pharmaceuticals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
475,Sarda Energy & Minerals Ltd.,SARDAEN,Steel,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
476,Sastasundar Ventures Ltd.,SASTASUNDR,Finance,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
477,Satia Industries Ltd.,SATIA,Paper,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
478,Satin Creditcare Network Ltd.,SATIN,Finance,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
479,Savita Oil Technologies Ltd.,SOTL,Petrochemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
480,Schaeffler India Ltd.,SCHAEFFLER,Bearings,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
481,Schneider Electric Infrastructure Ltd.,SCHNEIDER,Capital Goods - Electrical Equipment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
482,Seamec Ltd.,SEAMECLTD,Shipping,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
483,Selan Exploration Technology Ltd.,SELAN,Crude Oil & Natural Gas,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
486,Shalby Ltd.,SHALBY,Healthcare,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
488,Shankara Building Products Ltd.,SHANKARA,Trading,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
489,Shanthi Gears Ltd.,SHANTIGEAR,Auto Ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
490,Sharda Cropchem Ltd.,SHARDACROP,Agro Chemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
491,Shemaroo Entertainment Ltd.,SHEMAROO,Entertainment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
492,Shilpa Medicare Ltd.,SHILPAMED,Pharmaceuticals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
496,Shoppers Stop Ltd.,SHOPERSTOP,Retail,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
497,Shree Cement Ltd.,SHREECEM,Cement,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
498,Shree Rama Multi-Tech Ltd.,SHREERAMA,Packaging,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
500,Shreyans Industries Ltd.,SHREYANIND,Paper,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
501,Shreyans Industries Ltd.,SSINFRA,Construction,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
502,Shreyas Shipping & Logistics Ltd.,SHREYAS,Shipping,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
504,Siemens Ltd.,SIEMENS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
509,Sirca Paints India Ltd.,SIRCA,Trading,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
511,Skipper Ltd.,SKIPPER,Engineering,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
512,Snowman Logistics Ltd.,SNOWMAN,Logistics,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
513,Sobha Ltd.,SOBHA,Realty,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
514,Solar Industries India Ltd.,SOLARINDS,Chemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
516,Somany Ceramics Ltd.,SOMANYCERA,Ceramic Products,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
517,Somany Ceramics Ltd.,SPLIL,Textiles,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
518,Somi Conveyor Beltings Ltd.,SOMICONVEY,Plantation & Plantation Products,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
519,Sonata Software Ltd.,SONATSOFTW,IT - Software,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
520,South West Pinnacle Exploration Ltd.,SOUTHWEST,Mining & Mineral products,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
521,Spacenet Enterprises India Ltd.,SPAL,Textiles,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
522,Speciality Restaurants Ltd.,SPECIALITY,Hotels & Restaurants,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
523,Sree Rayalaseema Hi-Strength Hypo Ltd.,SRHHYPOLTD,Chemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
525,Star Cement Ltd.,STARCEMENT,Cement,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
526,Star Paper Mills Ltd.,STARPAPER,Paper,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
527,Steel City Securities Ltd.,STEELCITY,Stock/ Commodity Brokers,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
529,Steel Strips Wheels Ltd.,SSWL,Auto Ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
530,Sterling Tools Ltd.,STERTOOLS,"Castings, Forgings & Fastners",17359.75,31-03-2023,4191.2,6.97,11.57,2.45
532,Subros Ltd.,SUBROS,Auto Ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
534,Sumit Woods Ltd.,SUMIT,Realty,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
535,Summit Securities Ltd.,SUMMITSEC,Finance,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
537,Sundaram Finance Holdings Ltd.,SUNDARMFIN,Finance,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
538,Sundaram Finance Holdings Ltd.,SUNDARMHLD,Finance,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
539,Sundaram Finance Ltd.,SUNDARAM,Media - Print/Television/Radio,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
540,Sundram Fasteners Ltd.,SUNDRMFAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,4191.2,6.97,11.57,2.45
543,Superhouse Ltd.,SUPERHOUSE,Leather,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
544,Suprajit Engineering Ltd.,SUPRAJIT,Auto Ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
546,Supreme Industries Ltd.,SUPREMEIND,Plastic products,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
547,Supreme Petrochem Ltd.,SUPPETRO,Petrochemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
548,Surana Solar Ltd.,SURANASOL,Capital Goods - Electrical Equipment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
550,Surya Roshni Ltd.,SURYAROSNI,Steel,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
551,Suryalakshmi Cotton Mills Ltd.,SURYALAXMI,Textiles,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
554,Swan Energy Ltd.,SWANENERGY,Textiles,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
555,Swaraj Engines Ltd.,SWARAJENG,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
556,Swelect Energy Systems Ltd.,SWELECTES,Capital Goods - Electrical Equipment,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
557,Symphony Ltd.,SYMPHONY,Consumer Durables,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
558,Syngene International Ltd.,SYNGENE,Pharmaceuticals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
560,Talbros Automotive Components Ltd.,TALBROAUTO,Auto Ancillaries,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
561,Tamil Nadu Newsprint & Papers Ltd.,TNPL,Paper,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
562,Tamilnadu Petroproducts Ltd.,TNPETRO,Chemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
564,Tanla Platforms Ltd.,TANLA,IT - Software,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
565,Tantia Constructions Ltd.,TANTIACONS,Infrastructure Developers & Operators,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
566,Tarmat Ltd.,TARMAT,Realty,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
567,Tasty Bite Eatables Ltd.,TASTYBITE,FMCG,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
568,Tata Chemicals Ltd.,TATACHEM,Chemicals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
569,Tata Coffee Ltd.,TATACOFFEE,Plantation & Plantation Products,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
570,Tata Communications Ltd.,TATACOMM,Telecomm-Service,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
571,Tata Consultancy Services Ltd.,TCS,IT - Software,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
572,Tata Elxsi Ltd.,TATAELXSI,IT - Software,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
573,Tata Metaliks Ltd.,TATAMETALI,Steel,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
574,Tata Motors Ltd.,TATAMOTORS,Automobile,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
576,Tata Steel Ltd.,TATASTEEL,Steel,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
579,Tech Mahindra Ltd.,TECHM,IT - Software,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
581,Technocraft Industries (India) Ltd.,TIIL,Steel,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
584,Thangamayil Jewellery Ltd.,THANGAMAYL,"Diamond, Gems and Jewellery",17359.75,31-03-2023,4191.2,6.97,11.57,2.45
585,Thejo Engineering Ltd.,THEJO,Engineering,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
586,Themis Medicare Ltd.,THEMISMED,Pharmaceuticals,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
