,name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta
593,Carborundum Universal Ltd.,CARBORUNIV,Other construction materials,17359.75,31-03-2023,187227.78,16.08,61.3,9.34,1.04
594,Castrol India Ltd.,CASTROLIND,"Lubricants, etc.",17359.75,31-03-2023,109743.13,7.93,14.0,5.25,0.77
595,Ceat Ltd.,CEATLTD,Tyres & tubes,17359.75,31-03-2023,58674.88,49.49,29.31,1.75,1.18
596,Central Bank Of India Ltd.,CENTRALBK,Banking services,17359.75,31-03-2023,209210.64,1.57,15.36,0.82,1.24
597,Century Plyboards (India) Ltd.,CENTURYPLY,Wood & wood products,17359.75,31-03-2023,103577.05,16.51,28.23,5.46,1.28
598,Century Textiles & Inds. Ltd.,CENTURYTEX,Paper & newsprint,17359.75,31-03-2023,70815.06,20.2,31.39,1.69,1.59
599,Cera Sanitaryware Ltd.,CERA,Wholesale trading,17359.75,31-03-2023,83277.26,158.88,40.3,7.12,0.62
600,Chalet Hotels Ltd.,CHALET,Hotels & restaurants,17359.75,31-03-2023,74454.78,4.31,84.35,4.98,1.05
601,Chambal Fertilisers & Chemicals Ltd.,CHAMBLFERT,Wholesale trading,17359.75,31-03-2023,109920.49,23.67,11.16,1.6,0.97
602,Chemplast Sanmar Ltd.,CHEMPLASTS,Polymers,17359.75,31-03-2023,54998.42,10.8,32.21,1.94,0.92
603,Cholamandalam Financial Holdings Ltd.,CHOLAHLDNG,Other fund based financial services,17359.75,31-03-2023,102282.38,3.08,176.75,8.27,0.92
604,Cholamandalam Investment & Finance Co. Ltd.,CHOLAFIN,Auto finance services,17359.75,31-03-2023,625819.32,29.76,25.58,4.38,1.63
605,Cipla Ltd.,CIPLA,Drugs & pharmaceuticals,17359.75,31-03-2023,726839.11,30.95,29.09,2.95,0.47
606,City Union Bank Ltd.,CUB,Banking services,17359.75,31-03-2023,93181.4,11.99,10.5,1.25,1.14
607,Coal India Ltd.,COALINDIA,Other fund based financial services,17359.75,31-03-2023,1316666.91,24.02,8.9,7.82,0.87
608,Cochin Shipyard Ltd.,COCHINSHIP,Other transport equipment & ancillaries,17359.75,31-03-2023,62580.34,20.73,22.95,1.4,0.9
609,Coforge Ltd.,COFORGE,Computer software,17359.75,31-03-2023,232992.23,120.27,31.71,8.91,0.89
610,Colgate-Palmolive (India) Ltd.,COLPAL,"Cosmetics, toiletries, soaps & detergents",17359.75,31-03-2023,409977.55,38.87,38.78,23.89,0.41
611,Computer Age Mgmt. Services Ltd.,CAMS,ITES,17359.75,31-03-2023,99503.54,55.38,36.67,13.67,0.77
612,Container Corpn. Of India Ltd.,CONCOR,Railway transport services,17359.75,31-03-2023,353543.05,19.21,30.21,3.15,1.1
613,Coromandel International Ltd.,COROMANDEL,Fertilisers,17359.75,31-03-2023,258511.59,68.7,12.8,3.29,0.52
614,Creditaccess Grameen Ltd.,CREDITACC,Other fund based financial services,17359.75,31-03-2023,145431.18,47.97,19.08,2.85,1.41
615,Crisil Ltd.,CRISIL,Business services & consultancy,17359.75,31-03-2023,235205.23,53.43,60.24,23.23,0.77
616,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,Other domestic appliances,17359.75,31-03-2023,186380.15,7.13,41.12,6.57,0.75
617,D C M Shriram Ltd.,DCMSHRIRAM,Other chemical products,17359.75,31-03-2023,116551.27,56.42,13.25,1.86,1.07
618,D L F Ltd.,DLF,Housing construction,17359.75,31-03-2023,882943.69,8.99,39.7,3.07,1.69
619,Dalmia Bharat Ltd.,DALBHARAT,Other fund based financial services,17359.75,31-03-2023,369008.22,10.4,189.23,4.7,1.28
620,Deepak Fertilisers & Petrochemicals Corpn. Ltd.,DEEPAKFERT,Other chemical products,17359.75,31-03-2023,69266.69,22.05,24.89,2.31,1.26
621,Divi'S Laboratories Ltd.,DIVISLAB,Drugs & pharmaceuticals,17359.75,31-03-2023,749510.72,68.13,41.44,5.9,0.76
622,Dr. Lal Pathlabs Ltd.,LALPATHLAB,Health services,17359.75,31-03-2023,152404.82,34.95,52.3,8.96,0.67
623,Dr. Reddy'S Laboratories Ltd.,DRREDDY,Drugs & pharmaceuticals,17359.75,31-03-2023,769816.74,158.6,29.15,3.76,0.53
624,E I D-Parry (India) Ltd.,EIDPARRY,Sugar,17359.75,31-03-2023,83202.49,17.14,27.35,2.89,1.0
625,E I H Ltd.,EIHOTEL,Hotels & restaurants,17359.75,31-03-2023,103591.58,5.73,28.9,3.32,1.5
626,E P L Ltd.,EPL,Plastic packaging goods,17359.75,31-03-2023,51613.64,5.25,30.89,5.74,0.74
627,Easy Trip Planners Ltd.,EASEMYTRIP,Diversified non-financial services,17359.75,31-03-2023,75790.75,0.84,51.62,19.61,2.32
628,Eclerx Services Ltd.,ECLERX,ITES,17359.75,31-03-2023,63262.32,76.26,16.92,5.45,1.1
629,Escorts Kubota Ltd.,ESCORTS,Agricultural machinery,17359.75,31-03-2023,249506.28,53.0,35.68,2.96,1.09
630,F D C Ltd.,FDC,Drugs & pharmaceuticals,17359.75,31-03-2023,42522.75,12.11,21.16,2.11,0.84
631,Fine Organic Inds. Ltd.,FINEORG,Other chemical products,17359.75,31-03-2023,132049.45,192.52,22.37,8.68,0.73
632,G A I L (India) Ltd.,GAIL,Natural gas trading & distribution,17359.75,31-03-2023,691371.73,7.84,13.41,1.24,1.06
633,G M M Pfaudler Ltd.,GMMPFAUDLR,Industrial machinery,17359.75,31-03-2023,65907.29,17.63,83.13,9.31,0.92
634,Galaxy Surfactants Ltd.,GALAXYSURF,"Cosmetics, toiletries, soaps & detergents",17359.75,31-03-2023,82588.3,60.52,38.49,6.75,0.78
635,Garware Technical Fibres Ltd.,GARFIBRES,Other textiles,17359.75,31-03-2023,59303.53,78.09,37.27,5.78,0.78
636,Gland Pharma Ltd.,GLAND,Drugs & pharmaceuticals,17359.75,31-03-2023,208881.82,47.06,26.95,2.63,0.59
637,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,Drugs & pharmaceuticals,17359.75,31-03-2023,224420.64,35.75,37.05,12.8,0.56
638,Graphite India Ltd.,GRAPHITE,Refractories,17359.75,31-03-2023,51295.86,17.77,14.77,1.11,1.67
639,Grasim Industries Ltd.,GRASIM,Man-made filaments & fibres,17359.75,31-03-2023,1075022.13,33.72,48.41,2.29,1.25
640,Great Eastern Shipping Co. Ltd.,GESHIP,Shipping transport services,17359.75,31-03-2023,92020.57,156.56,4.12,1.08,0.83
641,Gujarat Fluorochemicals Ltd.,FLUOROCHEM,Other chemical products,17359.75,31-03-2023,331768.97,123.4,24.48,6.0,1.41
642,H C L Technologies Ltd.,HCLTECH,Computer software,17359.75,31-03-2023,2945005.05,41.62,26.08,7.16,0.81
643,H D F C Asset Mgmt. Co. Ltd.,HDFCAMC,Asset management services (mutual funds),17359.75,31-03-2023,364497.4,66.71,25.6,5.97,1.08
644,H D F C Bank Ltd.,HDFCBANK,Banking services,17359.75,31-03-2023,8980875.0,72.3,22.26,3.21,0.93
645,H E G Ltd.,HEG,Refractories,17359.75,31-03-2023,35534.88,116.44,7.91,0.87,1.76
646,H F C L Ltd.,HFCL,Industrial construction,17359.75,31-03-2023,83974.37,1.85,32.98,2.84,1.45
647,H L E Glascoat Ltd.,HLEGLAS,Other ferrous metal products,17359.75,31-03-2023,34460.41,7.97,63.32,10.9,1.22
648,Happiest Minds Technologies Ltd.,HAPPSTMNDS,Computer software,17359.75,31-03-2023,112769.18,14.68,52.32,13.64,1.19
649,Hatsun Agro Product Ltd.,HATSUN,Dairy products,17359.75,31-03-2023,187643.14,7.2,116.98,13.02,0.78
650,Hero Motocorp Ltd.,HEROMOTOCO,Two & three wheelers,17359.75,31-03-2023,469093.76,145.6,16.12,2.81,0.98
651,Hikal Ltd.,HIKAL,Drugs & pharmaceuticals,17359.75,31-03-2023,34727.66,6.36,44.31,3.06,1.3
652,Hitachi Energy India Ltd.,POWERINDIA,"Generators, transformers & switchgears",17359.75,31-03-2023,141698.89,18.51,180.67,11.66,0.33
653,Home First Finance Co. India Ltd.,HOMEFIRST,Housing finance services,17359.75,31-03-2023,65356.85,26.0,28.56,3.6,0.6
654,Housing & Urban Devp. Corpn. Ltd.,HUDCO,Other asset financing services,17359.75,31-03-2023,86582.18,8.12,5.32,0.56,1.44
655,I C I C I Bank Ltd.,ICICIBANK,Banking services,17359.75,31-03-2023,6125675.1,44.55,19.69,3.1,1.38
656,I C I C I Securities Ltd.,ISEC,Diversified financial services,17359.75,31-03-2023,138203.53,34.21,12.51,4.96,1.24
657,I D F C First Bank Ltd.,IDFCFIRSTB,Banking services,17359.75,31-03-2023,364327.61,1.38,39.78,1.42,1.57
658,I D F C Ltd.,IDFC,Other fund based financial services,17359.75,31-03-2023,125678.78,12.67,6.2,1.32,1.54
659,I F B Industries Ltd.,IFBIND,Other domestic appliances,17359.75,31-03-2023,29882.61,3.59,205.24,4.56,1.18
660,I I F L Finance Ltd.,IIFL,Other fund based financial services,17359.75,31-03-2023,185688.07,18.31,26.66,3.63,1.46
661,I R B Infrastructure Developers Ltd.,IRB,Infrastructural construction,17359.75,31-03-2023,151880.85,0.62,40.8,1.73,1.72
662,I T C Ltd.,ITC,Tobacco products,17359.75,31-03-2023,4766144.8,15.05,25.49,7.05,0.59
663,Indiabulls Housing Finance Ltd.,IBULHSGFIN,Housing finance services,17359.75,31-03-2023,45909.93,14.13,6.89,0.29,2.4
664,Indiamart Intermesh Ltd.,INDIAMART,Online marketplaces,17359.75,31-03-2023,153677.51,90.23,55.63,7.44,0.91
665,Indian Hotels Co. Ltd.,INDHOTEL,Hotels & restaurants,17359.75,31-03-2023,460706.85,6.04,53.66,5.21,1.28
666,Indian Oil Corpn. Ltd.,IOC,Refinery,17359.75,31-03-2023,1100044.47,5.85,13.31,0.81,0.98
667,Indian Railway Catering & Tourism Corpn. Ltd.,IRCTC,Railway transport services,17359.75,31-03-2023,458240.0,12.27,46.68,18.49,1.18
668,Indian Railway Finance Corpn. Ltd.,IRFC,Other asset financing services,17359.75,31-03-2023,347622.26,4.82,5.51,0.76,0.74
669,Indigo Paints Ltd.,INDIGOPNTS,Paints & varnishes,17359.75,31-03-2023,47985.64,24.09,41.86,6.18,0.57
670,Indus Towers Ltd.,INDUSTOWER,Telecommunication services,17359.75,31-03-2023,385375.98,9.4,15.22,1.82,0.83
671,Indusind Bank Ltd.,INDUSINDBK,Banking services,17359.75,31-03-2023,828617.28,95.28,11.21,1.53,2.06
672,Ingersoll-Rand (India) Ltd.,INGERRAND,General purpose machinery,17359.75,31-03-2023,82675.01,57.69,45.39,14.3,0.69
673,Ipca Laboratories Ltd.,IPCALAB,Drugs & pharmaceuticals,17359.75,31-03-2023,205589.21,19.23,42.13,3.5,0.5
674,Ircon International Ltd.,IRCON,Industrial construction,17359.75,31-03-2023,52668.88,7.01,7.99,1.02,0.83
675,J B Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,Drugs & pharmaceuticals,17359.75,31-03-2023,152925.19,50.18,39.38,6.26,0.61
676,J B M Auto Ltd.,JBMA,Other automobile ancillaries,17359.75,31-03-2023,76151.15,10.29,62.59,7.61,1.52
677,J K Cement Ltd.,JKCEMENT,Cement,17359.75,31-03-2023,225909.19,74.41,39.29,4.81,1.08
678,J K Lakshmi Cement Ltd.,JKLAKSHMI,Cement,17359.75,31-03-2023,93124.09,28.16,28.1,3.42,1.14
679,J K Paper Ltd.,JKPAPER,Paper & newsprint,17359.75,31-03-2023,64660.87,54.09,7.06,1.71,1.5
680,J M Financial Ltd.,JMFINANCIL,Other fund based financial services,17359.75,31-03-2023,56906.31,2.81,21.18,1.49,1.36
681,J S W Energy Ltd.,JSWENERGY,Conventional electricity,17359.75,31-03-2023,396120.13,3.41,70.55,2.91,1.1
682,J S W Steel Ltd.,JSWSTEEL,Steel,17359.75,31-03-2023,1663289.38,19.57,35.16,2.62,1.39
683,Jamna Auto Inds. Ltd.,JAMNAAUTO,Other automobile ancillaries,17359.75,31-03-2023,39743.6,3.78,26.34,5.15,1.37
684,Jubilant Ingrevia Ltd.,JUBLINGREA,Drugs & pharmaceuticals,17359.75,31-03-2023,57333.25,16.0,22.5,2.66,1.61
685,Jubilant Pharmova Ltd.,JUBLPHARMA,Other fund based financial services,17359.75,31-03-2023,44415.55,3.23,86.34,1.84,1.41
686,K E C International Ltd.,KEC,Other construction & allied activities,17359.75,31-03-2023,117322.28,8.73,52.26,2.96,1.05
687,K N R Constructions Ltd.,KNRCON,Infrastructural construction,17359.75,31-03-2023,71349.22,13.95,18.19,2.61,1.05
688,K P I T Technologies Ltd.,KPITTECH,Computer software,17359.75,31-03-2023,253610.44,10.2,90.74,18.28,1.24
689,K P R Mill Ltd.,KPRMILL,Other textiles,17359.75,31-03-2023,197602.67,17.74,32.59,6.65,1.08
690,K R B L Ltd.,KRBL,Other agricultural products,17359.75,31-03-2023,81397.82,29.77,11.62,1.74,1.16
691,K S B Ltd.,KSB,General purpose machinery,17359.75,31-03-2023,72915.47,51.13,40.97,6.44,0.9
692,Kalpataru Projects Intl. Ltd.,KPIL,Infrastructural construction,17359.75,31-03-2023,86786.86,29.59,18.06,1.63,1.22
693,Kalyan Jewellers India Ltd.,KALYANKJIL,Gems & jewellery,17359.75,31-03-2023,108516.09,4.1,25.7,2.96,0.88
694,Kei Industries Ltd.,KEI,Wires & cables,17359.75,31-03-2023,153205.38,52.36,32.44,5.92,1.37
695,L & T Technology Services Ltd.,LTTS,Business services & consultancy,17359.75,31-03-2023,356802.39,105.38,32.06,7.61,1.05
696,L I C Housing Finance Ltd.,LICHSGFIN,Housing finance services,17359.75,31-03-2023,180833.21,52.56,6.26,0.67,1.46
697,La Opala R G Ltd.,LAOPALA,Other consumer goods,17359.75,31-03-2023,37684.5,11.08,30.64,4.53,0.95
698,Laxmi Organic Inds. Ltd.,LXCHEM,Organic chemicals,17359.75,31-03-2023,59068.0,4.99,44.67,4.16,1.52
699,Ltimindtree Ltd.,LTIM,Computer software,17359.75,31-03-2023,1408012.89,140.22,33.94,8.8,0.88
700,M A S Financial Services Ltd.,MASFIN,Other fund based financial services,17359.75,31-03-2023,43811.63,36.29,22.08,2.91,1.29
701,M R F Ltd.,MRF,Tyres & tubes,17359.75,31-03-2023,356456.19,1803.17,46.61,2.46,0.78
702,Macrotech Developers Ltd.,LODHA,Housing construction,17359.75,31-03-2023,448208.19,30.81,30.2,3.69,1.71
703,Mangalore Refinery & Petrochemicals Ltd.,MRPL,Refinery,17359.75,31-03-2023,92099.07,14.57,3.61,0.94,1.06
704,Max Healthcare Institute Ltd.,MAXHEALTH,Health services,17359.75,31-03-2023,428274.06,7.15,61.68,6.11,0.65
705,Mazagon Dock Shipbuilders Ltd.,MAZDOCK,Other transport equipment & ancillaries,17359.75,31-03-2023,133730.55,53.24,12.45,3.2,1.5
706,Mphasis Ltd.,MPHASIS,Computer software,17359.75,31-03-2023,338319.38,74.96,23.96,6.75,0.67
707,Multi Commodity Exchange Of India Ltd.,MCX,Other fee based financial services,17359.75,31-03-2023,77339.03,25.44,59.6,4.85,0.97
708,N B C C (India) Ltd.,NBCC,Housing construction,17359.75,31-03-2023,63810.0,1.26,28.1,3.33,1.74
709,N C C Ltd.,NCC,Infrastructural construction,17359.75,31-03-2023,66614.52,8.3,12.79,1.05,1.93
710,N H P C Ltd.,NHPC,Conventional electricity,17359.75,31-03-2023,403810.4,3.22,12.48,1.14,0.6
711,N L C India Ltd.,NLCINDIA,Conventional electricity,17359.75,31-03-2023,106979.01,4.68,16.5,0.73,0.85
712,N M D C Ltd.,NMDC,Minerals,17359.75,31-03-2023,326909.08,15.23,7.32,1.46,1.24
713,N T P C Ltd.,NTPC,Conventional electricity,17359.75,31-03-2023,1697886.24,12.71,13.77,1.22,0.81
714,National Aluminium Co. Ltd.,NATIONALUM,Aluminium & aluminium products,17359.75,31-03-2023,143991.93,7.84,10.0,1.09,1.2
715,Navin Fluorine Intl. Ltd.,NAVINFLUOR,Inorganic chemicals,17359.75,31-03-2023,211698.64,62.36,68.49,9.89,0.91
716,Nippon Life India Asset Mgmt. Ltd.,NAM-INDIA,Asset management services (mutual funds),17359.75,31-03-2023,130898.0,11.47,18.32,3.84,1.23
717,Nocil Ltd.,NOCIL,Other chemical products,17359.75,31-03-2023,34436.75,8.86,23.33,2.24,1.38
718,Oil & Natural Gas Corpn. Ltd.,ONGC,Crude oil & natural gas,17359.75,31-03-2023,1900251.17,34.26,4.41,0.74,1.06
719,P C B L Ltd.,PCBL,Inorganic chemicals,17359.75,31-03-2023,43823.41,11.79,9.85,1.55,1.38
720,P I Industries Ltd.,PIIND,Pesticides,17359.75,31-03-2023,459736.24,80.23,37.77,6.48,0.99
721,P N C Infratech Ltd.,PNCINFRA,Infrastructural construction,17359.75,31-03-2023,74114.16,23.84,12.12,1.88,1.49
722,Patanjali Foods Ltd.,PATANJALI,Vegetable oils & products,17359.75,31-03-2023,350845.41,24.49,39.58,6.27,-0.17
723,Petronet L N G Ltd.,PETRONET,Natural gas trading & distribution,17359.75,31-03-2023,343275.02,21.6,10.6,2.3,0.71
724,Phoenix Mills Ltd.,PHOENIXLTD,Other construction & allied activities,17359.75,31-03-2023,232361.32,13.55,96.03,4.8,0.93
725,Polycab India Ltd.,POLYCAB,Wires & cables,17359.75,31-03-2023,431331.49,84.01,34.28,6.53,1.02
726,Power Finance Corpn. Ltd.,PFC,Infrastructure finance services,17359.75,31-03-2023,400632.35,42.44,3.58,0.59,1.2
727,Power Grid Corpn. Of India Ltd.,POWERGRID,Electricity transmission,17359.75,31-03-2023,1574359.71,21.86,10.32,1.9,0.54
728,Praj Industries Ltd.,PRAJIND,Industrial machinery,17359.75,31-03-2023,62646.16,12.71,26.83,5.88,1.3
729,Prince Pipes & Fittings Ltd.,PRINCEPIPE,"Plastic tubes, pipes, fittings & sheets",17359.75,31-03-2023,59979.39,10.91,49.71,4.4,1.4
730,Privi Speciality Chemicals Ltd.,PRIVISCL,Inorganic chemicals,17359.75,31-03-2023,41078.34,5.9,178.37,4.99,0.85
731,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,"Cosmetics, toiletries, soaps & detergents",17359.75,31-03-2023,433014.86,158.56,84.13,54.55,0.41
732,R B L Bank Ltd.,RBLBANK,Banking services,17359.75,31-03-2023,84599.05,11.03,12.79,0.62,1.8
733,R E C Ltd.,RECLTD,Infrastructure finance services,17359.75,31-03-2023,304005.71,41.43,2.79,0.53,1.19
734,R H I Magnesita India Ltd.,RHIM,Diversified non-financial services,17359.75,31-03-2023,118494.09,12.49,50.47,5.22,1.15
735,Ramco Cements Ltd.,RAMCOCEM,Cement,17359.75,31-03-2023,178790.63,14.54,52.03,2.63,1.04
736,Rashtriya Chemicals & Fertilizers Ltd.,RCF,Fertilisers,17359.75,31-03-2023,52603.46,15.07,6.33,1.14,1.61
737,Redington Ltd.,REDINGTON,Wholesale trading,17359.75,31-03-2023,130247.1,13.71,12.15,4.19,1.12
738,Relaxo Footwears Ltd.,RELAXO,Footwear,17359.75,31-03-2023,211834.29,6.27,135.63,11.42,0.76
739,Rites Ltd.,RITES,Diversified non-financial services,17359.75,31-03-2023,85199.03,21.71,16.33,3.4,0.8
740,Rossari Biotech Ltd.,ROSSARI,Other chemical products,17359.75,31-03-2023,32878.19,12.67,47.06,3.83,0.73
741,Route Mobile Ltd.,ROUTE,Other miscellaneous services,17359.75,31-03-2023,85291.19,14.39,94.95,7.52,0.92
742,S B I Cards & Payment Services Ltd.,SBICARD,Other fund based financial services,17359.75,31-03-2023,700284.26,17.65,41.94,7.12,0.84
743,S I S Ltd.,SIS,Business services & consultancy,17359.75,31-03-2023,46728.15,13.05,24.56,4.94,0.59
744,S J V N Ltd.,SJVN,Conventional electricity,17359.75,31-03-2023,130665.69,3.61,9.21,0.95,0.55
745,S K F India Ltd.,SKFINDIA,Diversified non-financial services,17359.75,31-03-2023,210395.61,109.54,38.85,8.99,0.8
746,S R F Ltd.,SRF,Other chemical products,17359.75,31-03-2023,714932.21,65.45,36.85,7.73,1.07
747,Samvardhana Motherson Intl. Ltd.,MOTHERSON,Other automobile ancillaries,17359.75,31-03-2023,454697.87,1.24,54.02,1.45,1.78
748,Sheela Foam Ltd.,SFL,Rubber products,17359.75,31-03-2023,96970.47,19.66,50.55,6.95,0.7
749,Shriram Finance Ltd.,SHRIRAMFIN,Auto finance services,17359.75,31-03-2023,471553.71,150.25,8.38,1.09,1.74
750,State Bank Of India,SBIN,Banking services,17359.75,31-03-2023,4674265.5,48.31,10.84,1.56,1.49
751,Steel Authority Of India Ltd.,SAIL,Steel,17359.75,31-03-2023,341594.44,3.98,20.76,0.65,1.68
752,Sterlite Technologies Ltd.,STLTECH,Wires & cables,17359.75,31-03-2023,58810.54,8.88,16.61,3.12,1.23
753,Sumitomo Chemical India Ltd.,SUMICHEM,Pesticides,17359.75,31-03-2023,212686.0,9.76,43.65,8.94,0.88
754,Sun Pharmaceutical Inds. Ltd.,SUNPHARMA,Drugs & pharmaceuticals,17359.75,31-03-2023,2358786.21,19.08,51.54,9.93,0.68
755,Sun T V Network Ltd.,SUNTV,Media-broadcasting,17359.75,31-03-2023,163880.09,42.65,9.75,1.79,1.18
756,Suven Pharmaceuticals Ltd.,SUVENPHAR,Drugs & pharmaceuticals,17359.75,31-03-2023,120256.49,16.91,27.94,6.87,1.15
757,T C I Express Ltd.,TCIEXP,Road transport services,17359.75,31-03-2023,57197.38,36.45,40.96,9.59,1.06
758,T T K Prestige Ltd.,TTKPRESTIG,Diversified manufacturing,17359.75,31-03-2023,96911.99,18.76,37.27,5.09,0.86
759,T V S Motor Co. Ltd.,TVSMOTOR,Two & three wheelers,17359.75,31-03-2023,511763.84,31.3,34.41,8.46,1.06
760,Tata Consumer Products Ltd.,TATACONSUM,Tea,17359.75,31-03-2023,658529.91,10.54,67.25,5.17,0.93
761,Tata Investment Corpn. Ltd.,TATAINVEST,Other fund based financial services,17359.75,31-03-2023,88273.61,47.62,36.64,0.45,0.9
762,Tata Power Co. Ltd.,TATAPOWER,Conventional electricity,17359.75,31-03-2023,607913.35,7.62,24.96,4.44,1.44
763,Teamlease Services Ltd.,TEAMLEASE,Business services & consultancy,17359.75,31-03-2023,38287.36,44.08,50.81,4.92,0.82
764,Tube Investments Of India Ltd.,TIINDIA,Steel pipes & tubes,17359.75,31-03-2023,491802.13,37.0,68.83,14.94,1.17
765,Tv18 Broadcast Ltd.,TV18BRDCST,Media-broadcasting,17359.75,31-03-2023,49287.85,0.0,6941.95,1.59,1.45
766,U P L Ltd.,UPL,Pesticides,17359.75,31-03-2023,538673.57,13.32,53.87,7.35,1.28
767,U T I Asset Mgmt. Co. Ltd.,UTIAMC,Asset management services (mutual funds),17359.75,31-03-2023,81517.18,33.44,19.2,2.43,0.74
768,Uco Bank,UCOBANK,Banking services,17359.75,31-03-2023,290529.78,0.18,134.91,1.27,0.98
769,Uflex Ltd.,UFLEX,Plastic films & flexible packaging,17359.75,31-03-2023,24230.56,31.6,10.62,0.83,1.36
770,Ultratech Cement Ltd.,ULTRACEMCO,Cement,17359.75,31-03-2023,2200410.62,164.45,46.35,4.14,1.03
771,Union Bank Of India,UNIONBANK,Banking services,17359.75,31-03-2023,454852.44,10.75,6.19,0.63,1.46
772,Uno Minda Ltd.,UNOMINDA,Other automobile ancillaries,17359.75,31-03-2023,275619.6,7.14,67.34,8.86,1.12
773,V I P Industries Ltd.,VIPIND,Diversified,17359.75,31-03-2023,81125.95,9.87,58.03,13.36,1.39
774,V S T Industries Ltd.,VSTIND,Tobacco products,17359.75,31-03-2023,48573.33,200.36,15.7,4.12,0.76
775,Whirlpool Of India Ltd.,WHIRLPOOL,Air-conditioners & refrigerators,17359.75,31-03-2023,166842.8,13.97,94.14,5.37,0.67
776,Z F Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Other automobile ancillaries,17359.75,31-03-2023,197430.74,166.64,62.46,8.2,0.41
777,Zydus Lifesciences Ltd.,ZYDUSLIFE,Drugs & pharmaceuticals,17359.75,31-03-2023,497548.94,16.24,30.26,3.65,0.67
